Srl_Num,I generally plan my expenses and never spend more than my budget ,I often take opinions or check reviews before buying,I often experiment with new brands rather than just sticking to old ones ,I like to spend my weekends with friends than staying at home . ,My favorite subjects in school were Mathematics & Science rather than Literature,"I make it a point to do some physical exercises (like swimming, walking, yoga) almost everyday","When I go out for shopping, I end up buying more items just by impulse",I am active on almost all Social media  ,"I like light, sober colors to bright, exciting colors when it comes to clothing ",I prefer watching videos/shows online rather than watching them in the television,I prefer ordering in from online apps than dining out,"I follow Brands, celebrities, influencers on social media",I always try to keep up with new fashion trends,I prefer reading or listening to music rather than exercising or playing a sport,Which company's mobile phone do you use ?,From where did you purchase your phone?,Which flavor of soft drink do you like to have the most ?,Given below is a list of products. Please tell us how frequently do you use these products  [Shower gels],Given below is a list of products. Please tell us how frequently do you use these products  [Hand sanitizers],Given below is a list of products. Please tell us how frequently do you use these products  [Facewashes],Given below is a list of products. Please tell us how frequently do you use these products  [Hair Conditioner],I generally read news from,I generally prefer to buy clothes from,Age ,Gender,Occupation ,Your hometown ?,Roll Number ,Institute ,
1362,8,6,9,10,10,3,3,8,9,6,4,2,1,8,Xiaomi,Retail,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,MBA/08/100,"Indian Institute of Management, Amritsar",
1363,4,6,6,8,6,6,4,4,6,5,6,5,5,4,Apple,Retail,Fruit flavour,Never,Never,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,MBA/08/022,IIM AMRITSAR ,
1364,3,9,6,9,4,10,2,8,7,7,4,9,9,1,Samsung,Online,Cola,Less Often,Less Often,Everyday,Everyday,Online,Online,18-23,Male,Student,Other towns in South,39015,BIM,
1365,8,7,8,10,7,9,6,7,8,6,1,7,7,0,Xiaomi,Online,Orange,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,18-23,Male,Student,Other towns in South,39094,Bharathidasan Institute of Management ,
1366,2,4,2,6,7,7,5,9,8,9,4,4,3,3,One Plus,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Other towns in South,39115,"BIM,Trichy",
1367,6,8,6,8,4,4,6,8,9,5,4,3,5,7,Vivo,Retail,Cola,Never,Less Often,Everyday,Less Often,Newspaper,Retail Stores,18-23,Female,Student,Chennai,39009,BIM,
1368,4,9,6,6,10,5,7,6,3,9,6,5,5,4,Others,Online,I do not consume soft drinks at all,Never,Less Often,Less Often,Never,Online,Online,24-28,Male,Student,Other towns in South,39020,BIM,
1369,7,8,6,2,1,3,5,5,5,7,8,2,2,5,Samsung,Online,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,39089,"BIM, Trichy",
1370,9,4,1,1,9,7,4,3,6,6,2,4,5,4,Others,Online,I do not consume soft drinks at all,Less Often,Less Often,Less Often,Less Often,Online,Online,18-23,Male,Student,Other towns in South,39107,BIM,
1371,8,10,6,9,8,7,1,9,9,9,4,9,5,7,One Plus,Online,Fruit flavour,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Other towns in South,39078,"BIM,Trichy",
1372,7,10,2,5,9,10,0,4,6,5,1,3,2,0,Samsung,Retail,I do not consume soft drinks at all,Less Often,Never,Everyday,Less Often,Newspaper,Retail Stores,24-28,Female,Student,Chennai,39025,Bharathidasan Institute of Management ,
1373,9,7,3,2,0,9,8,5,2,5,5,4,4,5,Samsung,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Other towns in South,39002,BIM,
1374,3,8,5,9,0,3,7,7,4,9,8,7,6,5,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Chennai,39064,BIM,
1375,3,7,4,10,5,3,8,6,5,9,4,7,6,9,Xiaomi,Retail,Fruit flavour,Everyday,Everyday,Everyday,Never,Online,Retail Stores,18-23,Female,Student,Chennai,39054,BIM Trichy,
1376,6,10,10,4,10,6,9,8,10,10,7,2,2,10,One Plus,Online,I do not consume soft drinks at all,Less Often,Less Often,Never,Never,Online,Online,18-23,Male,Student,Other towns in South,39048,Bharathidasan Institute of Management,
1377,0,9,6,10,8,10,10,10,3,8,0,0,5,8,Apple,Retail,Cola,Never,Less Often,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,39074,BIM,
1378,4,7,5,9,9,5,4,4,9,9,9,6,5,4,Others,Retail,Orange,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Mumbai,39098,Bharathidasan Institute Of Management,
1379,3,8,4,10,2,0,8,8,0,9,8,6,6,7,Apple,Retail,Orange,Less Often,Everyday,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Chennai,39060,BIM,
1380,8,9,5,4,9,5,9,4,10,9,5,4,9,5,Others,Online,Fruit flavour,Everyday,Everyday,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in North,39032,Bharathidasan Institute of Management,
1381,9,9,3,9,10,10,7,3,10,5,4,9,5,3,Others,Online,Cola,Less Often,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Kolkata,39061,Bharathidasan Institute of Management ,
1382,3,4,6,8,9,7,3,3,6,9,4,3,3,2,Samsung,Retail,Cola,Less Often,Less Often,Less Often,Never,Online,Retail Stores,18-23,Male,Student,Chennai,39012,Bharathidasan Institute of Management,
1383,0,10,7,3,5,2,7,7,3,9,10,10,10,5,Xiaomi,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Online,29-33,Female,Student,Other towns in South,39080,Bharathidasan Institute of Management,
1384,3,9,4,2,1,8,7,1,8,9,4,3,1,2,Samsung,Online,I do not consume soft drinks at all,Never,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Delhi,39093,Bharathidasan Institute of Management ,
1385,4,7,1,5,8,7,7,7,5,4,3,10,8,5,Apple,Retail,White/Colourless,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in South,39110,BIM Trichy,
1386,7,7,4,10,0,5,8,10,10,10,5,10,7,5,Xiaomi,Online,Orange,Never,Never,Everyday,Everyday,Online,Online,18-23,Female,Student,Other towns in South,39014,Bharathidasan Institute of Management,
1387,9,9,5,6,9,6,7,5,8,6,2,5,7,6,One Plus,Retail,Fruit flavour,Never,Less Often,Less Often,Never,Online,Retail Stores,18-23,Female,Student,Other towns in South,39067,BIM Trichy,
1388,3,8,1,9,9,9,5,6,8,9,2,9,8,2,Apple,Retail,I do not consume soft drinks at all,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in South,39075,Bharathidasan Institute of Management ,
1389,7,8,4,3,6,6,3,5,7,4,5,5,7,6,Oppo,Retail,Fruit flavour,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Chennai,39036,BIM,
1390,10,10,4,9,9,10,3,8,5,8,5,5,7,2,Others,Online,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Others,Other towns in North,39018,Bharathidasan Institute of Management Trichy,
1391,4,7,6,8,3,2,9,6,5,5,4,5,5,4,Vivo,Retail,Orange,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in East,39066,Bharathidasan Institute of Management ,
1392,2,10,5,8,7,6,7,8,3,10,0,6,2,4,Others,Online,I do not consume soft drinks at all,Less Often,Less Often,Less Often,Never,Online,Retail Stores,18-23,Male,Student,Other towns in South,39051,"BIM , Trichy",
1393,8,10,5,1,5,4,9,8,5,1,8,8,10,5,Apple,Retail,I do not consume soft drinks at all,Never,Less Often,Everyday,Never,Online,Online,18-23,Female,Student,Chennai,39120,Bharathidasan Institute of Management ,
1394,5,10,4,6,10,7,9,8,7,10,9,8,9,6,Apple,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in South,39003,Bharathidasan Institute of Management,
1395,6,10,9,9,10,10,10,10,3,10,8,5,3,0,Xiaomi,Retail,Fruit flavour,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in South,39031,Bharathidasan Institute of Management,
1396,5,9,8,2,4,7,0,1,6,8,5,2,1,5,Vivo,Online,I do not consume soft drinks at all,Never,Less Often,Never,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in South,39006,BHARATHIDASAN INSTITUTE OF MANAGEMENT,
1397,8,5,2,4,9,8,8,3,3,1,0,2,3,7,One Plus,Second hand mobile sources,I do not consume soft drinks at all,Never,Never,Never,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in South,39019,Bharathidasan Institute of Management ,
1398,3,9,5,4,3,3,7,6,6,10,6,9,5,5,Others,Online,Cola,Less Often,Less Often,Less Often,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Other towns in South,39055,BIM,
1399,6,7,5,7,0,0,4,3,9,7,5,1,4,8,Vivo,Online,Orange,Everyday,Never,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,39073,BIM TRICHY,
1400,8,9,5,7,9,5,4,7,8,7,4,7,7,7,Xiaomi,Retail,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,18-23,Female,Student,Other towns in South,39091,BIM Trichy,
1401,6,9,6,10,0,6,7,5,10,10,3,7,2,5,Apple,Online,Cola,Never,Less Often,Everyday,Everyday,Online,Online,24-28,Male,Student,Chennai,39070,BIM,
1402,8,3,10,3,10,0,10,7,6,7,0,0,0,6,Xiaomi,Retail,Fruit flavour,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Chennai,39033,Bharathidasan Institute of Management,
1403,6,6,7,3,8,10,2,4,8,5,6,7,5,5,Oppo,Retail,I do not consume soft drinks at all,Everyday,Never,Everyday,Never,Online,Retail Stores,24-28,Female,Student,Other towns in South,39108,BIM,
1404,7,10,8,2,10,3,8,1,9,8,7,1,1,8,One Plus,Online,White/Colourless,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Other towns in South,39100,Bharathidasan Institute Of Management,
1405,4,8,7,7,7,3,5,6,7,9,4,1,5,3,Apple,Retail,White/Colourless,Everyday,Less Often,Never,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,39116,BIM,
1406,6,8,3,7,9,9,7,4,7,8,6,3,5,5,One Plus,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in South,39058,BIM Trichy,
1407,9,9,1,10,10,9,3,9,2,9,2,8,9,5,Apple,Retail,Orange,Less Often,Never,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,39063,Bharathidasan Institute of Management,
1408,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Samsung,Retail,Cola,Less Often,Never,Never,Never,Online,Retail Stores,24-28,Male,Student,Chennai,39030,BIM,
1409,6,3,2,9,1,9,0,2,8,8,1,1,1,1,Xiaomi,Retail,I do not consume soft drinks at all,Never,Less Often,Less Often,Never,Online,Retail Stores,18-23,Male,Student,Other towns in South,39112,BIM Trichy,
1410,4,8,4,8,4,4,7,7,9,8,1,3,5,9,Others,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in South,39059,BIM,
1411,5,8,4,5,8,4,2,3,7,8,7,4,4,5,Oppo,Retail,Fruit flavour,Everyday,Less Often,Never,Never,Online,Retail Stores,18-23,Male,Student,Other towns in South,39081,Bharathidasan institute Management ,
1412,7,9,5,5,7,4,3,8,7,8,5,8,8,8,Apple,Retail,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,39021,BIM,
1413,9,5,1,8,2,3,0,7,1,7,2,4,7,6,Others,Retail,Orange,Never,Less Often,Less Often,Never,Newspaper,Retail Stores,18-23,Male,Student,Other towns in South,39068,Bharathidasan Institute of Management,
1414,5,9,6,5,8,8,6,3,8,7,4,5,5,5,Others,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Chennai,39050,BIM,
1415,2,8,4,8,9,9,7,6,5,8,3,7,7,3,Xiaomi,Second hand mobile sources,Cola,Less Often,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in South,39082,BIM,
1416,4,9,7,3,10,3,8,8,7,3,5,1,6,6,Oppo,Online,I do not consume soft drinks at all,Never,Everyday,Everyday,Never,Online,Online,18-23,Male,Student,Chennai,39086,BIM Trichy,
1417,7,9,3,6,2,5,6,5,9,9,4,3,9,3,Apple,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in South,39097,Bharathidasan Institute of Management,
1418,8,8,6,9,6,7,5,7,8,8,7,9,7,6,Xiaomi,Retail,White/Colourless,Never,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in South,39046,BIM,
1419,8,7,7,9,1,10,8,9,8,9,5,10,8,3,Apple,Retail,I do not consume soft drinks at all,Never,Never,Everyday,Less Often,Newspaper,Retail Stores,18-23,Male,Student,Other towns in South,39121,Bharathidasan institute of management,
1420,9,10,5,9,0,5,3,9,7,10,1,5,7,7,Apple,Online,Orange,Never,Never,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Other towns in South,39029,BIM Trichy,
1421,10,8,3,1,10,10,9,10,7,6,3,8,8,3,Samsung,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Everyday,Online,Online,18-23,Female,Student,Other towns in South,39028,BIM,
1422,1,8,6,4,0,7,6,2,5,5,4,9,5,5,Vivo,Retail,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in South,39026,"BIM, Trichy",
1423,0,5,2,8,5,5,9,8,10,8,6,3,8,5,One Plus,Online,White/Colourless,Less Often,Never,Never,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in South,39023,BIM,
1424,5,7,3,8,9,5,1,4,7,6,2,7,5,3,One Plus,Online,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Chennai,39102,Bharathidasan Institute of Management ,
1425,4,7,7,8,8,3,6,6,8,8,7,7,8,6,One Plus,Retail,Cola,Less Often,Never,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Chennai,39083,Bharathidasan Institute of Management,
1426,5,4,4,7,10,1,5,3,4,9,4,1,0,5,Xiaomi,Retail,Cola,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Other towns in South,39007,BIM Trichy ,
1427,8,8,9,9,9,10,8,7,10,5,2,3,5,2,Samsung,Online,Cola,Never,Less Often,Everyday,Less Often,Newspaper,Online,24-28,Male,Student,Chennai,39035,"BIM,TIRCHY",
1428,3,6,6,6,8,7,10,9,7,9,0,5,3,4,Oppo,Retail,Cola,Never,Never,Never,Everyday,Online,Retail Stores,18-23,Female,Student,Chennai,39011,BIM,
1429,7,10,5,6,6,8,4,4,6,4,1,1,4,4,Samsung,Retail,Cola,Less Often,Less Often,Less Often,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in South,39113,BIM Trichy,
1430,10,10,5,2,8,2,6,5,5,10,1,0,5,10,Others,Online,I do not consume soft drinks at all,Never,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in South,39079,Bharathidasan Institute of Management,
1431,8,10,3,5,7,6,4,1,4,8,3,7,5,2,One Plus,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Chennai,39069,Bharathidasan Institute of Management ,
1432,3,9,9,4,5,6,6,1,1,9,3,1,3,8,Xiaomi,Online,Cola,Everyday,Never,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in South,39057,BIM Trichy,
1433,7,8,8,5,3,8,10,5,7,8,6,9,7,9,One Plus,Online,Fruit flavour,Everyday,Less Often,Everyday,Never,Online,Retail Stores,18-23,Male,Student,Chennai,39122,BIM Trichy ,
1434,2,10,2,5,4,2,5,10,10,10,10,10,8,6,Others,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Never,Online,Retail Stores,18-23,Female,Student,Chennai,39087,BIM,
1435,6,10,6,8,9,10,6,9,7,9,1,9,9,1,Xiaomi,Online,Cola,Less Often,Less Often,Never,Less Often,Online,Online,18-23,Male,Student,Other towns in South,39104,BIM Trichy,
1436,7,7,6,5,7,0,5,4,7,6,3,9,8,7,One Plus,Online,Cola,Never,Never,Everyday,Never,Newspaper,Online,24-28,Male,Student,Other towns in South,39076,BIM,
1437,7,9,6,8,6,8,5,4,1,9,5,4,5,3,Xiaomi,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in East,BM22089,Praxis Business School,
1438,6,8,8,9,10,6,7,3,10,9,7,7,4,4,Samsung,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in East,BM22049 ,"Praxis Business School, Kolkata ",
1439,5,10,8,8,0,8,9,9,10,10,5,8,10,4,One Plus,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,BM22010,Praxis Business School ,
1440,6,9,5,3,4,9,3,5,6,7,7,2,4,1,Others,Online,Fruit flavour,Never,Less Often,Less Often,Never,Online,Online,24-28,Male,Student,Kolkata,BM 22042,Praxis Business School,
1441,3,9,10,1,10,0,8,3,10,10,5,4,2,10,One Plus,Online,I do not consume soft drinks at all,Everyday,Never,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,BM22080,Praxis Business School,
1442,2,10,10,4,4,10,5,10,9,8,8,6,5,6,Apple,Retail,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,BM22059,Praxis Business School ,
1443,7,10,3,5,0,0,0,7,8,7,5,2,1,10,Samsung,Retail,Orange,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,BM22039,"Praxis business school,Kolkata ",
1444,9,10,8,9,7,5,9,8,0,10,7,1,5,3,Vivo,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,BM22044,Praxis Business School,
1445,4,10,3,5,8,10,8,10,8,10,7,10,7,0,One Plus,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,BM22016,Praxis business school ,
1446,4,8,10,5,8,3,6,0,9,9,5,6,1,1,One Plus,Retail,Cola,Less Often,Less Often,Everyday,Everyday,Online,Online,24-28,Female,Student,Other towns in East,BM22082,Praxis Business School ,
1447,7,10,8,5,9,3,10,8,8,10,3,7,7,0,Xiaomi,Online,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Male,Student,Other towns in East,BM22058,Praxis Business School ,
1448,4,8,1,0,9,1,6,8,9,10,5,2,6,8,Samsung,Retail,Cola,Less Often,Never,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in North,BM22099,Praxis Business School,
1449,9,10,5,4,2,3,4,7,9,10,6,6,8,9,Xiaomi,Online,Fruit flavour,Never,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM22035,Praxis Business School,
1450,10,10,8,5,9,10,5,8,4,10,10,10,10,10,Samsung,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in East,BM22004,"Praxis Business School, Kolkata",
1451,10,0,9,8,5,10,0,2,10,5,0,5,6,6,Samsung,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Kolkata,BM22088 ,Praxis Business School ,
1452,4,10,9,10,10,7,10,5,9,8,9,4,7,9,Vivo,Retail,Cola,Never,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Delhi,BM22021,Praxis Business School,
1453,8,10,5,8,10,10,0,2,6,9,8,2,5,0,Others,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Kolkata,BM22026,Praxis Business School ,
1454,6,8,6,5,1,5,7,8,6,5,2,3,8,6,Others,Online,White/Colourless,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Kolkata,BM22028,Praxis Business School ,
1455,4,10,2,8,10,0,5,9,6,9,2,10,7,10,Xiaomi,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,24-28,Female,Student,Kolkata,BM22051,Praxis Business School,
1456,7,10,5,10,4,10,4,10,10,10,4,2,5,5,Others,Online,White/Colourless,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,BM22017,Praxis business school ,
1457,6,8,7,9,4,0,6,5,3,9,4,3,2,7,Xiaomi,Online,Cola,Less Often,Less Often,Everyday,Never,Online,Online,18-23,Male,Student,Other towns in East,BM22018,Praxis Business School ,
1458,1,9,6,9,9,3,8,7,9,9,2,6,5,3,Samsung,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,BM22041,Praxis Business School,
1459,2,7,5,5,5,2,6,1,6,7,3,4,4,7,Samsung,Online,Orange,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in East,BM22003 ,"Praxis Business School, Kolkata",
1460,8,9,4,7,0,9,3,10,10,10,0,8,6,0,Xiaomi,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,BM22095,Praxis Business School,
1461,4,10,8,3,10,6,8,0,8,10,8,2,0,1,Others,Retail,Fruit flavour,Never,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in East,BM22056,Praxis Business School ,
1462,10,10,5,2,10,9,0,6,10,5,5,0,7,10,Samsung,Online,Cola,Everyday,Less Often,Less Often,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in East,BM22075,Praxis Business School ,
1463,0,7,6,10,10,8,7,8,8,10,3,0,0,0,Apple,Retail,Cola,Never,Never,Less Often,Never,Newspaper,Online,24-28,Male,Student,Kolkata,BM22079,Praxis Business School,
1464,7,8,7,7,10,8,3,4,10,9,3,4,9,3,Vivo,Retail,Fruit flavour,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM22030,Praxis Business School,
1465,8,9,4,9,9,3,9,6,8,7,8,5,5,9,One Plus,Retail,White/Colourless,Everyday,Less Often,Everyday,Never,Newspaper,Retail Stores,18-23,Male,Student,Kolkata,BM22006,Praxis Business School ,
1466,9,10,1,3,10,9,7,2,9,10,6,0,2,3,One Plus,Online,White/Colourless,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM22069,Praxis Business School ,
1467,7,8,1,9,5,1,10,3,5,9,7,0,1,9,Xiaomi,Online,Cola,Less Often,Never,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,BM22023,Praxis Business School,
1468,10,10,8,1,9,3,7,3,6,9,2,1,3,10,Xiaomi,Online,White/Colourless,Never,Less Often,Less Often,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,BM22005,Praxis Business School ,
1469,6,9,5,2,10,6,8,8,8,9,7,9,8,10,One Plus,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM22032,PRAXIS BUSINESS SCHOOL ,
1470,6,9,5,2,10,6,8,8,8,9,7,9,8,10,Others,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM22071,Praxis Business School,
1471,8,10,7,5,4,7,10,3,9,5,4,1,5,5,Xiaomi,Retail,Cola,Everyday,Never,Less Often,Never,Online,Online,18-23,Female,Student,Kolkata,BM22092,Praxis Business School,
1472,6,10,6,2,10,10,7,2,7,9,5,4,6,1,Oppo,Online,White/Colourless,Never,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,BM22078,Praxis Business School,
1473,9,10,10,5,10,4,6,0,4,5,8,3,1,6,Others,Online,Cola,Never,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,BM22081,Praxis Business School ,
1474,6,6,9,10,1,1,9,9,1,10,5,10,9,0,One Plus,Online,Orange,Never,Less Often,Everyday,Never,Online,Online,24-28,Male,Student,Kolkata,BM22077,Praxis Business School,
1475,7,8,5,6,4,9,7,3,8,8,5,1,7,5,One Plus,Online,Cola,Never,Everyday,Everyday,Less Often,Online,Online,18-23,Male,Student,Kolkata,BM 22062,PRAXIS BUSINESS SCHOOL ,
1476,3,10,2,2,7,0,3,7,9,10,9,0,4,8,Oppo,Retail,Fruit flavour,Less Often,Everyday,Never,Less Often,Online,Retail Stores,18-23,Male,Student,Kolkata,BM22097,Praxis Bisuness School,
1477,8,5,6,2,7,0,6,4,10,10,8,8,7,9,Xiaomi,Online,White/Colourless,Everyday,Less Often,Less Often,Less Often,Newspaper,Online,29-33,Male,Student,Kolkata,018,PRAXIS,
1478,10,10,10,5,0,5,5,10,10,10,5,10,10,0,Others,Online,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,29-33,Male,Student,Kolkata,A23023,Praxis Business School,
1479,7,5,10,2,10,5,9,4,5,8,10,0,0,7,Others,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,A23040,Praxis ,
1480,0,10,5,5,5,1,1,1,5,9,9,1,2,1,Others,Online,I do not consume soft drinks at all,Never,Never,Never,Never,Online,Online,18-23,Male,Student,Hyderabad,A23024,Praxis Business School,
1481,10,9,3,1,4,9,2,1,3,8,9,0,2,4,One Plus,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Online,Online,29-33,Female,Others,Kolkata,9,Praxis,
1482,7,9,10,8,5,5,8,3,8,10,7,8,7,9,One Plus,Retail,Cola,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,A23020,Praxis Tech School,
1483,8,10,10,8,10,5,5,6,8,10,9,8,6,10,Vivo,Online,Fruit flavour,Never,Everyday,Less Often,Less Often,Newspaper,Online,18-23,Male,Student,Kolkata,A23046,Praxis Tech School ,
